N;lv;E_1;S;M;C
2;0;-0.15915;0;0;-1
2;1;0;1;1;0
2;1;0;1;-1;0
2;2;0;0;2;3
2;2;0;0;-2;3
2;3;0;1;3;8
2;3;0;1;-3;8
2;4;0;0;4;15
2;4;0;0;-4;15
