N;lv;E_1;S;M;C
9;3;-0.94638;1.5;-1;399
9;3;-1.30306;0.5;1;399
9;3;-1.30011;0.5;1;399
9;3;-1.05036;0.5;3;399
9;3;-1.19921;1.5;-3;399
9;3;-0.95221;1.5;-1;399
9;3;-1.29693;0.5;1;399
9;3;-1.19289;1.5;-3;399
9;3;-1.06067;0.5;3;399
9;3;-0.96297;1.5;-1;399
9;3;-1.28628;0.5;1;399
9;3;-1.28378;0.5;1;399
9;3;-1.06878;0.5;3;399
9;3;-1.17796;1.5;-3;399
9;3;-1.27403;0.5;1;399
9;3;-0.97637;1.5;-1;399
9;3;-1.27221;0.5;1;399
9;3;-1.17073;1.5;-3;399
9;3;-1.26851;0.5;1;399
9;3;-1.08315;0.5;3;399
9;3;-1.16254;1.5;-3;399
9;3;-1.08874;0.5;3;399
9;3;-0.98892;1.5;-1;399
9;3;-1.26000;0.5;1;399
9;3;-1.25863;0.5;1;399
9;3;-0.99234;1.5;-1;399
9;3;-1.25640;0.5;1;399
9;3;-1.09647;0.5;3;399
9;3;-1.15350;1.5;-3;399
9;3;-1.25229;0.5;1;399
9;3;-1.14874;1.5;-3;399
9;3;-1.10133;0.5;3;399
9;3;-1.24547;0.5;1;399
9;3;-1.14504;1.5;-3;399
9;3;-1.00497;1.5;-1;399
9;3;-1.10713;0.5;3;399
9;3;-1.24271;0.5;1;399
9;3;-1.00879;1.5;-1;399
9;3;-1.23949;0.5;1;399
9;3;-1.11073;0.5;3;399
9;3;-1.13573;1.5;-3;399
9;3;-1.23387;0.5;1;399
9;3;-1.01647;1.5;-1;399
9;3;-1.01759;1.5;-1;399
9;3;-1.11915;0.5;3;399
9;3;-1.12673;1.5;-3;399
9;3;-1.22538;0.5;1;399
9;3;-1.12366;1.5;-3;399
9;3;-1.12695;0.5;3;399
9;3;-1.22258;0.5;1;399
9;3;-1.21902;0.5;1;399
9;3;-1.11839;1.5;-3;399
9;3;-1.21603;0.5;1;399
9;3;-1.03508;1.5;-1;399
9;3;-1.13577;0.5;3;399
9;3;-1.13616;0.5;3;399
9;3;-1.20806;0.5;1;399
9;3;-1.04258;1.5;-1;399
9;3;-1.20558;0.5;1;399
9;3;-1.04477;1.5;-1;399
9;3;-1.04573;1.5;-1;399
9;3;-1.10268;1.5;-3;399
9;3;-1.14740;0.5;3;399
9;3;-1.14842;0.5;3;399
9;3;-1.04919;1.5;-1;399
9;3;-1.20000;0.5;1;399
9;3;-1.09944;1.5;-3;399
9;3;-1.19875;0.5;1;399
9;3;-1.15361;0.5;3;399
9;3;-1.09342;1.5;-3;399
9;3;-1.05683;1.5;-1;399
9;3;-1.15757;0.5;3;399
9;3;-1.19167;0.5;1;399
9;3;-1.15935;0.5;3;399
9;3;-1.18752;0.5;1;399
9;3;-1.16504;0.5;3;399
9;3;-1.06521;1.5;-1;399
9;3;-1.16612;0.5;3;399
9;3;-1.18311;0.5;1;399
9;3;-1.06734;1.5;-1;399
9;3;-1.08132;1.5;-3;399
9;3;-1.17706;0.5;1;399
9;3;-1.07366;1.5;-1;399
9;3;-1.17559;0.5;3;399
9;3;-1.07347;1.5;-3;399
9;3;-1.17284;0.5;1;399
9;3;-1.06895;1.5;-3;399
9;3;-1.16814;0.5;1;399
9;3;-1.18222;0.5;3;399
9;3;-1.08375;1.5;-1;399
9;3;-1.18606;0.5;3;399
9;3;-1.06365;1.5;-3;399
9;3;-1.08709;1.5;-1;399
9;3;-1.16263;0.5;1;399
9;3;-1.08934;1.5;-1;399
9;3;-1.16053;0.5;1;399
9;3;-1.15865;0.5;1;399
9;3;-1.19533;0.5;3;399
9;3;-1.09571;1.5;-1;399
9;3;-1.05374;1.5;-3;399
9;3;-1.15331;0.5;1;399
9;3;-1.10068;1.5;-1;399
9;3;-1.14687;0.5;1;399
9;3;-1.10323;1.5;-1;399
9;3;-1.20430;0.5;3;399
9;3;-1.10595;1.5;-1;399
9;3;-1.04373;1.5;-3;399
9;3;-1.20671;0.5;3;399
9;3;-1.20952;0.5;3;399
9;3;-1.04024;1.5;-3;399
9;3;-1.13902;0.5;1;399
9;3;-1.13836;0.5;1;399
9;3;-1.03785;1.5;-3;399
9;3;-1.21386;0.5;3;399
9;3;-1.13366;0.5;1;399
9;3;-1.11638;1.5;-1;399
9;3;-1.02983;1.5;-3;399
9;3;-1.12649;0.5;1;399
9;3;-1.22584;0.5;3;399
9;3;-1.12315;0.5;1;399
9;3;-1.12856;1.5;-1;399
9;3;-1.23048;0.5;3;399
9;3;-1.01835;1.5;-3;399
9;3;-1.11426;0.5;1;399
9;3;-1.23655;0.5;3;399
9;3;-1.23716;0.5;3;399
9;3;-1.00952;1.5;-3;399
9;3;-1.10909;0.5;1;399
9;3;-1.24093;0.5;3;399
9;3;-1.10896;0.5;1;399
9;3;-1.24536;0.5;3;399
9;3;-1.14627;1.5;-1;399
9;3;-1.00151;1.5;-3;399
9;3;-1.14966;1.5;-1;399
9;3;-1.09718;0.5;1;399
9;3;-1.09517;0.5;1;399
9;3;-1.25874;0.5;3;399
9;3;-1.15937;1.5;-1;399
9;3;-1.08919;0.5;1;399
9;3;-0.98771;1.5;-3;399
9;3;-1.16407;1.5;-1;399
9;3;-1.26470;0.5;3;399
9;3;-1.16476;1.5;-1;399
9;3;-1.08339;0.5;1;399
9;3;-0.97993;1.5;-3;399
9;3;-1.27066;0.5;3;399
9;3;-1.17109;1.5;-1;399
9;3;-1.07656;0.5;1;399
9;3;-1.27775;0.5;3;399
9;3;-1.27918;0.5;3;399
9;3;-1.17968;1.5;-1;399
9;3;-0.96811;1.5;-3;399
9;3;-1.06614;0.5;1;399
9;3;-1.18656;1.5;-1;399
9;3;-1.28659;0.5;3;399
9;3;-1.06259;0.5;1;399
9;3;-1.05762;0.5;1;399
9;3;-0.95676;1.5;-3;399
9;3;-1.29330;0.5;3;399
9;3;-1.19394;1.5;-1;399
9;3;-0.95432;1.5;-3;399
9;3;-1.29936;0.5;3;399
9;3;-1.20287;1.5;-1;399
9;3;-1.30372;0.5;3;399
9;3;-1.04182;0.5;1;399
9;3;-0.94082;1.5;-3;399
9;3;-1.20982;1.5;-1;399
9;3;-1.21210;1.5;-1;399
9;3;-1.31266;0.5;3;399
9;3;-1.03708;0.5;1;399
9;3;-1.21695;1.5;-1;399
9;3;-1.31714;0.5;3;399
9;3;-1.03072;0.5;1;399
9;3;-1.32082;0.5;3;399
9;3;-1.32524;0.5;3;399
9;3;-1.22825;1.5;-1;399
9;3;-0.91893;1.5;-3;399
9;3;-1.01839;0.5;1;399
9;3;-1.33202;0.5;3;399
9;3;-1.23313;1.5;-1;399
9;3;-1.01614;0.5;1;399
9;3;-1.33588;0.5;3;399
9;3;-1.33938;0.5;3;399
9;3;-1.24212;1.5;-1;399
9;3;-1.24569;1.5;-1;399
9;3;-1.34645;0.5;3;399
9;3;-1.25238;1.5;-1;399
9;3;-0.99648;0.5;1;399
9;3;-1.35603;0.5;3;399
9;3;-1.25786;1.5;-1;399
9;3;-0.99092;0.5;1;399
9;3;-1.36094;0.5;3;399
9;3;-0.88595;1.5;-3;399
9;3;-1.26756;1.5;-1;399
9;3;-1.37292;0.5;3;399
9;3;-1.27892;1.5;-1;399
9;3;-1.28732;1.5;-1;399
9;3;-1.38885;0.5;3;399
9;3;-0.95979;0.5;1;399
9;3;-1.39632;0.5;3;399
9;3;-1.41000;0.5;3;399
9;3;-0.93928;0.5;1;399
9;3;-1.41832;0.5;3;399
9;3;-1.42302;0.5;3;399
9;3;-1.45641;0.5;3;399
9;3;-0.93504;2.5;3;399
9;3;-0.97482;2.5;3;399
9;3;-0.93504;2.5;1;399
9;3;-0.93504;2.5;-1;399
9;3;-0.93504;2.5;-3;399
9;3;-0.97482;2.5;-3;399
