N;lv;E_1;S;M;C
12;2;−2.07033;0;0;783
12;2;−2.06311;0;0;783
12;2;−2.02720;0;0;783
12;2;−1.99492;0;0;783
12;2;−1.99471;0;0;783
12;2;−2.16446;1;-2;783
12;2;−2.15872;1;-2;783
12;2;−1.87007;2;2;783
12;2;−2.12180;1;-2;783
12;2;−2.07896;0;10;783
12;2;−1.88172;2;2;783
12;2;−2.11273;1;-2;783
12;2;−2.09352;1;-2;783
12;2;−2.07546;1;-2;783
12;2;−2.06456;1;-2;783
12;2;−1.93799;2;2;783
12;2;−2.05672;1;-2;783
12;2;−1.94965;2;2;783
12;2;−2.04718;1;-2;783
12;2;−2.01320;1;-2;783
12;2;−1.99607;1;-2;783
12;2;−1.99308;1;-2;783
12;2;−1.97126;1;-2;783
12;2;−1.96184;1;-2;783
12;2;−1.95346;1;-2;783
12;2;−2.27684;0;2;783
12;2;−1.96104;1;6;783
12;2;−2.23689;0;2;783
12;2;−2.19335;0;2;783
12;2;−2.18070;0;2;783
12;2;−2.16995;0;2;783
12;2;−2.03128;1;6;783
12;2;−2.04189;1;6;783
12;2;−2.13840;0;2;783
12;2;−2.13292;0;2;783
12;2;−2.07225;1;6;783
12;2;−2.11758;0;2;783
12;2;−1.90986;2;-6;783
12;2;−2.09190;1;6;783
12;2;−2.08609;0;2;783
12;2;−2.07072;0;2;783
12;2;−2.05632;0;2;783
12;2;−2.03049;0;2;783
12;2;−2.00765;0;2;783
12;2;−2.17993;1;0;783
12;2;−2.16472;1;0;783
12;2;−1.84695;2;0;783
12;2;−2.14907;1;0;783
12;2;−1.94719;0;2;783
12;2;−2.12243;1;0;783
12;2;−2.11633;1;0;783
12;2;−2.08444;0;8;783
12;2;−1.90986;2;0;783
12;2;−1.90986;2;0;783
12;2;−2.07746;1;0;783
12;2;−2.07134;1;0;783
12;2;−2.13317;0;8;783
12;2;−2.04005;1;0;783
12;2;−2.03895;1;0;783
12;2;−2.02852;1;0;783
12;2;−1.97277;2;0;783
12;2;−2.02019;1;0;783
12;2;−2.01765;1;0;783
12;2;−2.00933;1;0;783
12;2;−1.99990;1;0;783
12;2;−1.96926;1;0;783
12;2;−1.95701;1;0;783
12;2;−1.92265;1;0;783
12;2;−1.95317;1;4;783
12;2;−2.24575;0;4;783
12;2;−1.96298;1;4;783
12;2;−2.22320;0;4;783
12;2;−1.98009;1;4;783
12;2;−2.01744;1;4;783
12;2;−2.02912;1;4;783
12;2;−2.16288;0;4;783
12;2;−2.03801;1;4;783
12;2;−2.14222;0;4;783
12;2;−2.06051;1;4;783
12;2;−2.07420;1;4;783
12;2;−1.92393;2;-4;783
12;2;−2.08482;1;4;783
12;2;−2.10358;0;4;783
12;2;−1.89579;2;-4;783
12;2;−2.09125;0;4;783
12;2;−2.07590;0;4;783
12;2;−2.12990;1;4;783
12;2;−2.15538;1;4;783
12;2;−2.03221;0;4;783
12;2;−2.01314;0;6;783
12;2;−1.97684;0;4;783
12;2;−2.16446;1;2;783
12;2;−2.15872;1;2;783
12;2;−2.04511;0;6;783
12;2;−1.87007;2;-2;783
12;2;−2.12180;1;2;783
12;2;−1.88172;2;-2;783
12;2;−2.11273;1;2;783
12;2;−2.09014;0;6;783
12;2;−2.09352;1;2;783
12;2;−2.07546;1;2;783
12;2;−2.13360;0;6;783
12;2;−2.06456;1;2;783
12;2;−1.93799;2;-2;783
12;2;−2.05672;1;2;783
12;2;−1.94965;2;-2;783
12;2;−2.04718;1;2;783
12;2;−2.18325;0;6;783
12;2;−2.01320;1;2;783
12;2;−1.99607;1;2;783
12;2;−1.99308;1;2;783
12;2;−2.21493;0;6;783
12;2;−1.97126;1;2;783
12;2;−1.96184;1;2;783
12;2;−1.95346;1;2;783
12;3;−2.01928;0;-11;840
12;3;−2.15260;0;-9;840
12;3;−2.09425;0;-9;840
12;3;−2.05420;0;-9;840
12;3;−2.02739;0;-9;840
12;3;−1.98210;0;-9;840
12;3;−1.65123;3;3;840
12;3;−1.92699;0;-9;840
12;3;−1.99463;1;-11;840
12;3;−1.93700;1;-11;840
12;3;−2.18331;0;-7;840
12;3;−2.14860;0;-7;840
12;3;−2.13773;0;-7;840
12;3;−2.11291;0;-7;840
12;3;−2.10105;0;-7;840
12;3;−2.08413;0;-7;840
12;3;−2.07924;0;-7;840
12;3;−2.06713;0;-7;840
12;3;−2.03995;0;-7;840
12;3;−2.02336;0;-7;840
12;3;−1.99777;0;-7;840
12;3;−1.61144;3;1;840
12;3;−1.83774;2;9;840
12;3;−1.95889;0;-7;840
12;3;−1.94578;0;-7;840
12;3;−1.91820;0;-7;840
12;3;−1.91015;0;-7;840
12;3;−2.05908;1;-9;840
12;3;−2.04216;1;-9;840
12;3;−2.00069;1;-9;840
12;3;−1.98878;1;-9;840
12;3;−1.94907;1;-9;840
12;3;−1.92349;1;-9;840
12;3;−1.91350;1;-9;840
12;3;−1.90694;1;-9;840
12;3;−2.22989;0;-5;840
12;3;−2.19974;0;-5;840
12;3;−2.16575;0;-5;840
12;3;−2.14376;0;-5;840
12;3;−2.14071;0;-5;840
12;3;−2.12696;0;-5;840
12;3;−2.12044;0;-5;840
12;3;−2.10947;0;-5;840
12;3;−2.10320;0;-5;840
12;3;−2.09289;0;-5;840
12;3;−2.08512;0;-5;840
12;3;−2.07578;0;-5;840
12;3;−2.06390;0;-5;840
12;3;−2.05815;0;-5;840
12;3;−2.04882;0;-5;840
12;3;−1.76828;2;7;840
12;3;−2.02927;0;-5;840
12;3;−2.02182;0;-5;840
12;3;−2.00313;0;-5;840
12;3;−1.99089;0;-5;840
12;3;−1.80926;2;7;840
12;3;−1.61144;3;-1;840
12;3;−1.98545;0;-5;840
12;3;−1.97940;0;-5;840
12;3;−1.95843;0;-5;840
12;3;−1.84986;2;7;840
12;3;−1.86281;2;7;840
12;3;−1.93201;0;-5;840
12;3;−1.92684;0;-5;840
12;3;−2.11848;1;-7;840
12;3;−1.91761;0;-5;840
12;3;−1.89353;2;7;840
12;3;−2.09783;1;-7;840
12;3;−1.89153;0;-5;840
12;3;−2.08227;1;-7;840
12;3;−2.07024;1;-7;840
12;3;−1.86189;0;-5;840
12;3;−2.04580;1;-7;840
12;3;−2.03736;1;-7;840
12;3;−2.02927;1;-7;840
12;3;−2.02153;1;-7;840
12;3;−2.00793;1;-7;840
12;3;−2.00708;1;-7;840
12;3;−2.00122;1;-7;840
12;3;−1.98333;1;-7;840
12;3;−1.96821;1;-7;840
12;3;−1.95940;1;-7;840
12;3;−1.95102;1;-7;840
12;3;−1.92777;1;-7;840
12;3;−1.91360;1;-7;840
12;3;−1.90589;1;-7;840
12;3;−1.89175;1;-7;840
12;3;−1.87358;1;-7;840
12;3;−1.86372;1;-7;840
12;3;−1.85241;1;-7;840
12;3;−2.27327;0;-3;840
12;3;−1.93700;1;11;840
12;3;−2.21142;0;-3;840
12;3;−1.99463;1;11;840
12;3;−2.20336;0;-3;840
12;3;−2.17781;0;-3;840
12;3;−2.17284;0;-3;840
12;3;−2.16341;0;-3;840
12;3;−2.16028;0;-3;840
12;3;−2.14883;0;-3;840
12;3;−2.14068;0;-3;840
12;3;−2.13352;0;-3;840
12;3;−2.12495;0;-3;840
12;3;−2.11696;0;-3;840
12;3;−2.10974;0;-3;840
12;3;−2.10103;0;-3;840
12;3;−2.09229;0;-3;840
12;3;−2.08440;0;-3;840
12;3;−2.07965;0;-3;840
12;3;−2.07383;0;-3;840
12;3;−2.06323;0;-3;840
12;3;−2.06235;0;-3;840
12;3;−1.75052;2;5;840
12;3;−2.04871;0;-3;840
12;3;−2.04037;0;-3;840
12;3;−1.76589;2;5;840
12;3;−2.03253;0;-3;840
12;3;−2.02287;0;-3;840
12;3;−1.77920;2;5;840
12;3;−2.01591;0;-3;840
12;3;−2.01250;0;-3;840
12;3;−1.78893;2;5;840
12;3;−2.00063;0;-3;840
12;3;−1.99474;0;-3;840
12;3;−1.98675;0;-3;840
12;3;−1.97626;0;-3;840
12;3;−1.97173;0;-3;840
12;3;−1.83520;2;5;840
12;3;−1.96183;0;-3;840
12;3;−1.83941;2;5;840
12;3;−1.95392;0;-3;840
12;3;−1.65123;3;-3;840
12;3;−1.85787;2;5;840
12;3;−2.13916;1;-5;840
12;3;−1.93340;0;-3;840
12;3;−2.13074;1;-5;840
12;3;−1.87801;2;5;840
12;3;−1.91795;0;-3;840
12;3;−2.11517;1;-5;840
12;3;−1.90883;0;-3;840
12;3;−2.10533;1;-5;840
12;3;−1.90312;2;5;840
12;3;−2.09662;1;-5;840
12;3;−1.88797;0;-3;840
12;3;−2.08746;1;-5;840
12;3;−1.88593;0;-3;840
12;3;−2.08282;1;-5;840
12;3;−1.87491;0;-3;840
12;3;−2.07398;1;-5;840
12;3;−1.92814;2;5;840
12;3;−1.93115;2;5;840
12;3;−2.06444;1;-5;840
12;3;−2.05513;1;-5;840
12;3;−2.05140;1;-5;840
12;3;−2.04620;1;-5;840
12;3;−2.03459;1;-5;840
12;3;−1.83199;0;-3;840
12;3;−2.03040;1;-5;840
12;3;−2.01912;1;-5;840
12;3;−2.01579;1;-5;840
12;3;−2.00850;1;-5;840
12;3;−1.99647;1;-5;840
12;3;−1.99105;1;-5;840
12;3;−1.98877;1;-5;840
12;3;−1.98786;1;-5;840
12;3;−1.97669;1;-5;840
12;3;−1.97103;1;-5;840
12;3;−1.95732;1;-5;840
12;3;−1.95063;1;-5;840
12;3;−1.94810;1;-5;840
12;3;−1.94395;1;-5;840
12;3;−1.93863;1;-5;840
12;3;−1.92859;1;-5;840
12;3;−1.92182;1;-5;840
12;3;−1.90595;1;-5;840
12;3;−1.90181;1;-5;840
12;3;−1.89854;1;-5;840
12;3;−1.88440;1;-5;840
12;3;−1.87671;1;-5;840
12;3;−1.85801;1;-5;840
12;3;−1.85259;1;-5;840
12;3;−1.84137;1;-5;840
12;3;−1.82040;1;-5;840
12;3;−1.80512;1;-5;840
12;3;−1.90694;1;9;840
12;3;−1.91350;1;9;840
12;3;−1.92349;1;9;840
12;3;−2.27447;0;-1;840
12;3;−1.94907;1;9;840
12;3;−2.23087;0;-1;840
12;3;−2.22227;0;-1;840
12;3;−1.98878;1;9;840
12;3;−2.20479;0;-1;840
12;3;−2.00069;1;9;840
12;3;−2.19546;0;-1;840
12;3;−2.18951;0;-1;840
12;3;−2.17839;0;-1;840
12;3;−2.16542;0;-1;840
12;3;−2.16499;0;-1;840
12;3;−2.04216;1;9;840
12;3;−2.14992;0;-1;840
12;3;−2.14748;0;-1;840
12;3;−2.14530;0;-1;840
12;3;−2.05908;1;9;840
12;3;−2.13474;0;-1;840
12;3;−2.12959;0;-1;840
12;3;−2.12327;0;-1;840
12;3;−2.11510;0;-1;840
12;3;−2.10766;0;-1;840
12;3;−2.10251;0;-1;840
12;3;−2.09559;0;-1;840
12;3;−2.08972;0;-1;840
12;3;−2.08359;0;-1;840
12;3;−2.07582;0;-1;840
12;3;−1.72715;2;3;840
12;3;−2.06273;0;-1;840
12;3;−1.73895;2;3;840
12;3;−2.05939;0;-1;840
12;3;−2.05292;0;-1;840
12;3;−2.04939;0;-1;840
12;3;−1.75550;2;3;840
12;3;−2.04190;0;-1;840
12;3;−1.83774;2;-9;840
12;3;−2.03666;0;-1;840
12;3;−1.77362;2;3;840
12;3;−2.02430;0;-1;840
12;3;−2.02322;0;-1;840
12;3;−2.01406;0;-1;840
12;3;−1.78916;2;3;840
12;3;−2.00516;0;-1;840
12;3;−1.80473;2;3;840
12;3;−1.99507;0;-1;840
12;3;−1.98477;0;-1;840
12;3;−1.81593;2;3;840
12;3;−1.98403;0;-1;840
12;3;−1.98136;0;-1;840
12;3;−2.01928;0;11;840
12;3;−1.96900;0;-1;840
12;3;−2.16334;1;-3;840
12;3;−1.96316;0;-1;840
12;3;−1.84090;2;3;840
12;3;−1.95672;0;-1;840
12;3;−2.15389;1;-3;840
12;3;−1.84798;2;3;840
12;3;−1.94407;0;-1;840
12;3;−2.14385;1;-3;840
12;3;−1.93909;0;-1;840
12;3;−1.86328;2;3;840
12;3;−2.13525;1;-3;840
12;3;−1.93453;0;-1;840
12;3;−1.86875;2;3;840
12;3;−2.11847;1;-3;840
12;3;−2.11408;1;-3;840
12;3;−1.88686;2;3;840
12;3;−1.91268;0;-1;840
12;3;−2.11160;1;-3;840
12;3;−1.89614;2;3;840
12;3;−2.10240;1;-3;840
12;3;−1.89598;0;-1;840
12;3;−2.09380;1;-3;840
12;3;−1.90837;2;3;840
12;3;−2.08699;1;-3;840
12;3;−2.08546;1;-3;840
12;3;−1.88546;0;-1;840
12;3;−2.08014;1;-3;840
12;3;−1.92194;2;3;840
12;3;−2.07296;1;-3;840
12;3;−1.92955;2;3;840
12;3;−2.06757;1;-3;840
12;3;−2.06377;1;-3;840
12;3;−2.06208;1;-3;840
12;3;−1.85787;0;-1;840
12;3;−2.05694;1;-3;840
12;3;−2.05439;1;-3;840
12;3;−1.94581;2;3;840
12;3;−2.04392;1;-3;840
12;3;−1.83765;0;-1;840
12;3;−1.96370;2;3;840
12;3;−2.03430;1;-3;840
12;3;−2.02688;1;-3;840
12;3;−2.02593;1;-3;840
12;3;−2.01620;1;-3;840
12;3;−2.01198;1;-3;840
12;3;−2.00721;1;-3;840
12;3;−2.00387;1;-3;840
12;3;−2.00132;1;-3;840
12;3;−1.99771;1;-3;840
12;3;−1.99357;1;-3;840
12;3;−1.99231;1;-3;840
12;3;−1.98503;1;-3;840
12;3;−1.97780;1;-3;840
12;3;−1.97562;1;-3;840
12;3;−1.97084;1;-3;840
12;3;−1.96678;1;-3;840
12;3;−1.96089;1;-3;840
12;3;−1.95663;1;-3;840
12;3;−1.95147;1;-3;840
12;3;−1.94661;1;-3;840
12;3;−1.93893;1;-3;840
12;3;−1.93696;1;-3;840
12;3;−1.93306;1;-3;840
12;3;−1.92688;1;-3;840
12;3;−1.92132;1;-3;840
12;3;−1.91636;1;-3;840
12;3;−1.91028;1;-3;840
12;3;−1.90400;1;-3;840
12;3;−1.89797;1;-3;840
12;3;−1.89561;1;-3;840
12;3;−1.88668;1;-3;840
12;3;−1.88541;1;-3;840
12;3;−1.87299;1;-3;840
12;3;−1.86612;1;-3;840
12;3;−1.84771;1;-3;840
12;3;−1.84088;1;-3;840
12;3;−1.83823;1;-3;840
12;3;−1.82466;1;-3;840
12;3;−1.81470;1;-3;840
12;3;−1.80799;1;-3;840
12;3;−1.78594;1;-3;840
12;3;−1.85241;1;7;840
12;3;−1.86372;1;7;840
12;3;−1.87358;1;7;840
12;3;−1.89175;1;7;840
12;3;−1.90589;1;7;840
12;3;−1.91360;1;7;840
12;3;−2.27447;0;1;840
12;3;−1.92777;1;7;840
12;3;−1.95102;1;7;840
12;3;−1.95940;1;7;840
12;3;−1.96821;1;7;840
12;3;−2.23087;0;1;840
12;3;−2.22227;0;1;840
12;3;−1.98333;1;7;840
12;3;−2.20479;0;1;840
12;3;−2.00122;1;7;840
12;3;−2.19546;0;1;840
12;3;−2.00708;1;7;840
12;3;−2.00793;1;7;840
12;3;−2.18951;0;1;840
12;3;−2.02153;1;7;840
12;3;−2.17839;0;1;840
12;3;−2.02927;1;7;840
12;3;−2.16542;0;1;840
12;3;−2.16499;0;1;840
12;3;−2.03736;1;7;840
12;3;−2.04580;1;7;840
12;3;−2.14992;0;1;840
12;3;−2.14748;0;1;840
12;3;−2.14530;0;1;840
12;3;−2.13474;0;1;840
12;3;−2.07024;1;7;840
12;3;−2.12959;0;1;840
12;3;−2.12327;0;1;840
12;3;−2.08227;1;7;840
12;3;−2.11510;0;1;840
12;3;−2.10766;0;1;840
12;3;−2.10251;0;1;840
12;3;−2.09783;1;7;840
12;3;−2.09559;0;1;840
12;3;−1.89353;2;-7;840
12;3;−2.08972;0;1;840
12;3;−2.08359;0;1;840
12;3;−2.11848;1;7;840
12;3;−1.72160;2;1;840
12;3;−2.07582;0;1;840
12;3;−1.92699;0;9;840
12;3;−1.73395;2;1;840
12;3;−1.86281;2;-7;840
12;3;−2.06273;0;1;840
12;3;−2.05939;0;1;840
12;3;−2.05292;0;1;840
12;3;−1.84986;2;-7;840
12;3;−2.04939;0;1;840
12;3;−1.75325;2;1;840
12;3;−2.04190;0;1;840
12;3;−1.75881;2;1;840
12;3;−2.03666;0;1;840
12;3;−1.76961;2;1;840
12;3;−1.77295;2;1;840
12;3;−2.02430;0;1;840
12;3;−2.02322;0;1;840
12;3;−1.98210;0;9;840
12;3;−2.01406;0;1;840
12;3;−1.80926;2;-7;840
12;3;−2.00516;0;1;840
12;3;−1.79561;2;1;840
12;3;−1.99507;0;1;840
12;3;−1.80733;2;1;840
12;3;−1.81460;2;1;840
12;3;−1.98477;0;1;840
12;3;−1.98403;0;1;840
12;3;−1.98136;0;1;840
12;3;−1.82511;2;1;840
12;3;−2.02739;0;9;840
12;3;−1.83099;2;1;840
12;3;−1.96900;0;1;840
12;3;−1.76828;2;-7;840
12;3;−2.16645;1;-1;840
12;3;−1.96316;0;1;840
12;3;−1.95672;0;1;840
12;3;−2.15114;1;-1;840
12;3;−2.14998;1;-1;840
12;3;−1.85095;2;1;840
12;3;−2.14702;1;-1;840
12;3;−2.05420;0;9;840
12;3;−2.14433;1;-1;840
12;3;−1.94407;0;1;840
12;3;−1.85716;2;1;840
12;3;−1.93909;0;1;840
12;3;−1.93453;0;1;840
12;3;−2.12767;1;-1;840
12;3;−1.87508;2;1;840
12;3;−2.12060;1;-1;840
12;3;−1.88168;2;1;840
12;3;−2.11339;1;-1;840
12;3;−1.91268;0;1;840
12;3;−2.11138;1;-1;840
12;3;−1.89035;2;1;840
12;3;−2.09425;0;9;840
12;3;−2.10445;1;-1;840
12;3;−2.09939;1;-1;840
12;3;−1.90090;2;1;840
12;3;−1.89598;0;1;840
12;3;−2.09161;1;-1;840
12;3;−1.91179;2;1;840
12;3;−2.08588;1;-1;840
12;3;−1.88546;0;1;840
12;3;−2.08145;1;-1;840
12;3;−1.91971;2;1;840
12;3;−2.07334;1;-1;840
12;3;−2.07127;1;-1;840
12;3;−1.92996;2;1;840
12;3;−2.06741;1;-1;840
12;3;−1.93405;2;1;840
12;3;−2.06048;1;-1;840
12;3;−1.85787;0;1;840
12;3;−2.05631;1;-1;840
12;3;−2.05401;1;-1;840
12;3;−2.04857;1;-1;840
12;3;−2.15260;0;9;840
12;3;−2.04590;1;-1;840
12;3;−2.04383;1;-1;840
12;3;−2.04361;1;-1;840
12;3;−1.95743;2;1;840
12;3;−1.83765;0;1;840
12;3;−2.03149;1;-1;840
12;3;−2.02989;1;-1;840
12;3;−2.02549;1;-1;840
12;3;−1.98160;2;1;840
12;3;−2.01716;1;-1;840
12;3;−2.01560;1;-1;840
12;3;−2.00918;1;-1;840
12;3;−2.00506;1;-1;840
12;3;−2.00249;1;-1;840
12;3;−1.99640;1;-1;840
12;3;−1.99236;1;-1;840
12;3;−1.99075;1;-1;840
12;3;−1.98796;1;-1;840
12;3;−1.98395;1;-1;840
12;3;−1.98174;1;-1;840
12;3;−1.97527;1;-1;840
12;3;−1.97185;1;-1;840
12;3;−1.96971;1;-1;840
12;3;−1.96638;1;-1;840
12;3;−1.96124;1;-1;840
12;3;−1.95965;1;-1;840
12;3;−1.95365;1;-1;840
12;3;−1.94770;1;-1;840
12;3;−1.94527;1;-1;840
12;3;−1.94162;1;-1;840
12;3;−1.93703;1;-1;840
12;3;−1.93245;1;-1;840
12;3;−1.92879;1;-1;840
12;3;−1.92705;1;-1;840
12;3;−1.91986;1;-1;840
12;3;−1.91701;1;-1;840
12;3;−1.91398;1;-1;840
12;3;−1.90688;1;-1;840
12;3;−1.89819;1;-1;840
12;3;−1.89284;1;-1;840
12;3;−1.88474;1;-1;840
12;3;−1.88055;1;-1;840
12;3;−1.87460;1;-1;840
12;3;−1.86843;1;-1;840
12;3;−1.86022;1;-1;840
12;3;−1.85294;1;-1;840
12;3;−1.85075;1;-1;840
12;3;−1.83847;1;-1;840
12;3;−1.83335;1;-1;840
12;3;−1.81602;1;-1;840
12;3;−1.80623;1;-1;840
12;3;−1.80124;1;-1;840
12;3;−1.80512;1;5;840
12;3;−1.78436;1;-1;840
12;3;−1.82040;1;5;840
12;3;−1.84137;1;5;840
12;3;−1.85259;1;5;840
12;3;−1.85801;1;5;840
12;3;−1.87671;1;5;840
12;3;−1.88440;1;5;840
12;3;−1.89854;1;5;840
12;3;−1.90181;1;5;840
12;3;−1.90595;1;5;840
12;3;−1.92182;1;5;840
12;3;−2.27327;0;3;840
12;3;−1.92859;1;5;840
12;3;−1.93863;1;5;840
12;3;−1.94395;1;5;840
12;3;−1.94810;1;5;840
12;3;−1.95063;1;5;840
12;3;−1.95732;1;5;840
12;3;−1.97103;1;5;840
12;3;−1.97669;1;5;840
12;3;−1.98786;1;5;840
12;3;−2.21142;0;3;840
12;3;−1.98877;1;5;840
12;3;−1.99105;1;5;840
12;3;−1.99647;1;5;840
12;3;−2.20336;0;3;840
12;3;−2.00850;1;5;840
12;3;−2.01579;1;5;840
12;3;−2.01912;1;5;840
12;3;−2.17781;0;3;840
12;3;−2.17284;0;3;840
12;3;−2.03040;1;5;840
12;3;−2.03459;1;5;840
12;3;−2.16341;0;3;840
12;3;−2.16028;0;3;840
12;3;−2.04620;1;5;840
12;3;−2.14883;0;3;840
12;3;−2.05140;1;5;840
12;3;−2.05513;1;5;840
12;3;−2.14068;0;3;840
12;3;−2.06444;1;5;840
12;3;−2.13352;0;3;840
12;3;−1.93115;2;-5;840
12;3;−1.92814;2;-5;840
12;3;−2.07398;1;5;840
12;3;−2.12495;0;3;840
12;3;−2.08282;1;5;840
12;3;−2.11696;0;3;840
12;3;−2.08746;1;5;840
12;3;−2.10974;0;3;840
12;3;−2.09662;1;5;840
12;3;−1.90312;2;-5;840
12;3;−2.10103;0;3;840
12;3;−2.10533;1;5;840
12;3;−2.09229;0;3;840
12;3;−1.91015;0;7;840
12;3;−2.11517;1;5;840
12;3;−2.08440;0;3;840
12;3;−1.91820;0;7;840
12;3;−2.07965;0;3;840
12;3;−1.72160;2;-1;840
12;3;−1.87801;2;-5;840
12;3;−2.07383;0;3;840
12;3;−2.13074;1;5;840
12;3;−1.73395;2;-1;840
12;3;−2.06323;0;3;840
12;3;−2.06235;0;3;840
12;3;−2.13916;1;5;840
12;3;−1.85787;2;-5;840
12;3;−1.94578;0;7;840
12;3;−2.04871;0;3;840
12;3;−1.75325;2;-1;840
12;3;−1.75881;2;-1;840
12;3;−1.95889;0;7;840
12;3;−2.04037;0;3;840
12;3;−1.83941;2;-5;840
12;3;−1.83520;2;-5;840
12;3;−2.03253;0;3;840
12;3;−1.76961;2;-1;840
12;3;−1.77295;2;-1;840
12;3;−2.02287;0;3;840
12;3;−2.01591;0;3;840
12;3;−2.01250;0;3;840
12;3;−1.79561;2;-1;840
12;3;−1.99777;0;7;840
12;3;−2.00063;0;3;840
12;3;−1.99474;0;3;840
12;3;−1.80733;2;-1;840
12;3;−1.78893;2;-5;840
12;3;−1.98675;0;3;840
12;3;−1.81460;2;-1;840
12;3;−1.77920;2;-5;840
12;3;−2.02336;0;7;840
12;3;−1.97626;0;3;840
12;3;−1.82511;2;-1;840
12;3;−1.97173;0;3;840
12;3;−1.83099;2;-1;840
12;3;−2.16645;1;1;840
12;3;−1.76589;2;-5;840
12;3;−1.96183;0;3;840
12;3;−2.03995;0;7;840
12;3;−1.95392;0;3;840
12;3;−2.15114;1;1;840
12;3;−1.75052;2;-5;840
12;3;−2.14998;1;1;840
12;3;−1.85095;2;-1;840
12;3;−2.14702;1;1;840
12;3;−2.14433;1;1;840
12;3;−1.85716;2;-1;840
12;3;−1.93340;0;3;840
12;3;−2.06713;0;7;840
12;3;−2.12767;1;1;840
12;3;−1.87508;2;-1;840
12;3;−2.07924;0;7;840
12;3;−2.12060;1;1;840
12;3;−1.88168;2;-1;840
12;3;−1.91795;0;3;840
12;3;−2.08413;0;7;840
12;3;−2.11339;1;1;840
12;3;−2.11138;1;1;840
12;3;−1.89035;2;-1;840
12;3;−1.90883;0;3;840
12;3;−2.10445;1;1;840
12;3;−2.09939;1;1;840
12;3;−1.90090;2;-1;840
12;3;−2.10105;0;7;840
12;3;−2.09161;1;1;840
12;3;−1.91179;2;-1;840
12;3;−1.88797;0;3;840
12;3;−2.11291;0;7;840
12;3;−1.88593;0;3;840
12;3;−2.08588;1;1;840
12;3;−2.08145;1;1;840
12;3;−1.91971;2;-1;840
12;3;−1.87491;0;3;840
12;3;−2.07334;1;1;840
12;3;−2.07127;1;1;840
12;3;−1.92996;2;-1;840
12;3;−2.06741;1;1;840
12;3;−1.93405;2;-1;840
12;3;−2.13773;0;7;840
12;3;−2.06048;1;1;840
12;3;−2.05631;1;1;840
12;3;−2.05401;1;1;840
12;3;−2.14860;0;7;840
12;3;−2.04857;1;1;840
12;3;−2.04590;1;1;840
12;3;−2.04383;1;1;840
12;3;−2.04361;1;1;840
12;3;−1.95743;2;-1;840
