N;lv;E_1;S;M;T
5;0;-0.5570423008068595;0.5;-1.;35
5;0;-0.5570423008068595;0.5;1.;35
5;1;-0.35809862194679276;1.4999999999999998;1.9999999999999996;48
5;1;-0.49735919715211807;0.4999999999999999;-3.999999999999999;48
5;1;-0.49735919715211807;0.4999999999999999;3.999999999999999;48
5;1;-0.397887357719771;1.4999999999999998;0;48
5;1;-0.585878983002079;0.4999999999999999;-1.9999999999999998;48
5;1;-0.48841688284804796;0.5;-1.9999999999999998;48
5;1;-0.35809862194679276;1.5000000000000004;-2.000000000000001;48
5;1;-0.48841688284804796;0.5;2.0000000000000004;48
5;1;-0.5858789830020772;0.49999999999999967;1.9999999999999984;48
5;1;-0.6092346852216082;0.5;0;48
5;1;-0.4575704613791931;0.5;0;48
5;1;-0.40537807696925476;0.4999999999999999;0;48
5;2;-0.2785211504046927;1.4999999999999993;2.9999999999999987;63
5;2;-0.22372398994323284;1.4999999999999996;0.9999999999999996;63
5;2;-0.3978873577225741;0.4999999999999998;-4.999999999999997;63
5;2;-0.26762339148351977;1.5;1.;63
5;2;-0.3978873577225741;0.5;5.;63
5;2;-0.38400480556171246;1.5;1.0000000000000002;63
5;2;-0.5172535650383079;0.5;-2.9999999999999996;63
5;2;-0.5096631962247589;0.5000000000000002;-3.0000000000000013;63
5;2;-0.31339440364317284;0.5000000000000002;3.000000000000001;63
5;2;-0.22372398994323284;1.4999999999999998;-1.;63
5;2;-0.4103932090725131;0.4999999999999999;-2.999999999999999;63
5;2;-0.26762339148351977;1.4999999999999998;-0.9999999999999999;63
5;2;-0.4103932090725131;0.5;3.000000000000001;63
5;2;-0.31339440364317284;0.5;-3.0000000000000013;63
5;2;-0.38400480556171246;1.4999999999999998;-0.9999999999999998;63
5;2;-0.5096631962247589;0.49999999999999967;2.999999999999998;63
5;2;-0.5172535650383079;0.4999999999999998;2.9999999999999982;63
5;2;-0.5836796377409108;0.4999999999999999;-0.9999999999999999;63
5;2;-0.4838106322206901;0.4999999999999999;-0.9999999999999997;63
5;2;-0.4177817256083767;0.4999999999999999;-0.9999999999999998;63
5;2;-0.353663270833966;0.4999999999999998;0.9999999999999996;63
5;2;-0.3892339368415296;0.5;-1.0000000000000002;63
5;2;-0.2785211504046927;1.5;-2.9999999999999996;63
5;2;-0.3892339368415296;0.5;1.0000000000000002;63
5;2;-0.353663270833966;0.5000000000000002;-1.0000000000000004;63
5;2;-0.4177817256083767;0.49999999999999967;0.9999999999999993;63
5;2;-0.4838106322206901;0.4999999999999999;0.9999999999999998;63
5;2;-0.5836796377409108;0.4999999999999998;0.9999999999999994;63
5;2;-0.3580986219479776;1.4999999999999996;2.9999999999999982;63
5;2;-0.3580986219479776;1.5;-3.;63
