N;lv;E_1;S;M;T
3;0;-0.23873241463269412;0.5;1.;3
3;0;-0.23873241463269412;0.5;-1.;3
3;1;0;1.4999999999999998;0;8
3;1;-0.11936620731559788;0.5;2.0000000000000004;8
3;1;-0.11936620731559788;0.4999999999999999;-2.;8
3;1;-0.23873241462334693;0.5;0;8
3;2;0;1.4999999999999998;2.9999999999999996;15
3;2;-0.17904931097344257;0.4999999999999999;2.999999999999999;15
3;2;-0.17904931097344257;0.4999999999999999;-2.9999999999999996;15
3;2;-0.05968310365891494;0.4999999999999998;0.9999999999999997;15
3;2;0;1.5;-3.;15
3;2;-0.05968310365891494;0.5;-1.;15
3;2;0;1.4999999999999998;0.9999999999999999;15
3;2;0;1.5;-0.9999999999999998;15
