N;lv;E_1;S;M;T
10;0;-1.6512325345551666;0;-4.;399
10;0;-1.6711269024416708;0;-2.;399
10;0;-1.750704373986899;0;0;399
10;0;-1.6313381666702078;0;0;399
10;0;-1.5915494308969862;0.9999999999999998;-1.9999999999999996;399
10;0;-1.6711269024416708;0;2.000000000000001;399
10;0;-1.5915494308961229;1.;0;399
10;0;-1.5915494308969862;1.;2.;399
10;0;-1.6512325345551666;0;4.000000000000002;399
10;1;-1.6014966148402436;0;-6.9999999999999964;440
10;1;-1.6873731364471993;0;-4.999999999999999;440
10;1;-1.5554088290061614;0;-4.9999999999999964;440
10;1;-1.5219191432943049;1.0000000000000007;-7.000000000000007;440
10;1;-1.7148523516726435;0;-2.9999999999999996;440
10;1;-1.6395945920071355;0;-2.9999999999999982;440
10;1;-1.3727113841466974;2.0000000000000004;3.0000000000000013;440
10;1;-1.573765701207936;0;-3.;440
10;1;-1.557351286019081;0;-2.999999999999999;440
10;1;-1.5837606920272655;1.0000000000000002;-5.000000000000003;440
10;1;-1.5418135111806208;1.0000000000000002;-5.000000000000002;440
10;1;-1.4899191463905943;0.9999999999999998;-4.999999999999998;440
10;1;-1.5219191432943049;1.0000000000000002;7.0000000000000036;440
10;1;-1.6735928918594425;0;-1.;440
10;1;-1.659398378304477;0;-1.0000000000000007;440
10;1;-1.6473738956855613;0;-1.0000000000000004;440
10;1;-1.6002764321033567;0;-1.0000000000000004;440
10;1;-1.4125001199192972;2.;1.;440
10;1;-1.5365221650402106;0;-1.0000000000000007;440
10;1;-1.4818687421069647;0;-1.0000000000000007;440
10;1;-1.622896337565706;0.9999999999999998;-2.999999999999999;440
10;1;-1.5955479073886742;1.;-3.;440
10;1;-1.5552283678046877;1.0000000000000002;-3.0000000000000013;440
10;1;-1.5273161043574568;1.0000000000000002;-3.000000000000001;440
10;1;-1.500532235315898;1.0000000000000002;-3.0000000000000004;440
10;1;-1.4692544825395366;0.9999999999999993;-2.9999999999999964;440
10;1;-1.4899191463905943;1.0000000000000002;5.000000000000002;440
10;1;-1.5418135111806208;1.0000000000000004;5.000000000000003;440
10;1;-1.5837606920272655;1.0000000000000004;5.0000000000000036;440
10;1;-1.6735928918594425;0;1.0000000000000004;440
10;1;-1.659398378304477;0;1.0000000000000007;440
10;1;-1.6473738956855577;0;0.9999999999999998;440
10;1;-1.6002764321033567;0;1.0000000000000004;440
10;1;-1.6014966148402472;0;7.;440
10;1;-1.4125001199192972;2.0000000000000004;-1.0000000000000004;440
10;1;-1.5365221650402106;0;1.0000000000000004;440
10;1;-1.4818687421069647;0;1.;440
10;1;-1.6241785852214896;1.0000000000000002;-1.0000000000000007;440
10;1;-1.612720628357188;1.;-1.;440
10;1;-1.554149716121632;0.9999999999999998;-0.9999999999999993;440
10;1;-1.5119081549449298;1.0000000000000002;-1.0000000000000004;440
10;1;-1.4878554533128963;1.0000000000000007;-1.000000000000001;440
10;1;-1.4693799502730052;1.0000000000000002;-1.0000000000000002;440
10;1;-1.4330302506057677;0.9999999999999996;-0.9999999999999993;440
10;1;-1.4692544825395402;1.0000000000000002;3.000000000000001;440
10;1;-1.500532235315898;1.0000000000000002;3.000000000000001;440
10;1;-1.5273161043574532;0.9999999999999996;2.9999999999999973;440
10;1;-1.5552283678046877;1.0000000000000002;3.0000000000000018;440
10;1;-1.5955479073886742;1.;3.000000000000001;440
10;1;-1.6228963375657095;1.0000000000000004;3.0000000000000013;440
10;1;-1.7148523516726435;0;2.9999999999999996;440
10;1;-1.555408829006165;0;5.000000000000002;440
10;1;-1.639594592007139;0;3.;440
10;1;-1.3727113841466974;2.0000000000000004;-3.0000000000000013;440
10;1;-1.573765701207936;0;3.;440
10;1;-1.557351286019081;0;2.9999999999999996;440
10;1;-1.6873731364472029;0;5.000000000000002;440
10;1;-1.6241785852214896;0.9999999999999998;1.;440
10;1;-1.612720628357188;1.0000000000000002;1.0000000000000002;440
10;1;-1.554149716121632;1.0000000000000002;1.0000000000000002;440
10;1;-1.5119081549449298;0.9999999999999993;0.9999999999999992;440
10;1;-1.4878554533128927;1.0000000000000002;1.0000000000000002;440
