N;lv;E_1;S;M;T
7;0;-0.9549296585316096;0.5;-2.;120
7;0;-0.954929658531448;0.5;0;120
7;0;-0.9549296585316096;0.5;2.;120
7;1;-0.8753521869899465;0.4999999999999998;-4.999999999999998;143
7;1;-0.775880347557953;1.5000000000000004;3.0000000000000018;143
7;1;-0.8813757169135155;0.4999999999999999;-2.999999999999999;143
7;1;-0.8096455534051188;0.5;-3.0000000000000013;143
7;1;-0.7360916117851612;1.5;1.0000000000000004;143
7;1;-0.8753521869899483;0.5;5.;143
7;1;-0.7957747154443346;1.5;1.0000000000000002;143
7;1;-0.9913050604075995;0.4999999999999999;-0.9999999999999999;143
7;1;-0.9308830943029331;0.5;-0.9999999999999999;143
7;1;-0.8787655208889209;0.5;-1.;143
7;1;-0.8397156475618512;0.4999999999999999;-0.9999999999999997;143
7;1;-0.8096455534051188;0.5;3.000000000000001;143
7;1;-0.7360916117851595;1.5;-1.;143
7;1;-0.8813757169135155;0.5;3.;143
7;1;-0.7957747154443346;1.4999999999999998;-0.9999999999999998;143
7;1;-0.9913050604075995;0.5;1.0000000000000002;143
7;1;-0.9308830943029331;0.5;1.0000000000000002;143
7;1;-0.8787655208889209;0.5;1.;143
7;1;-0.7758803475579512;1.4999999999999998;-2.999999999999999;143
7;1;-0.8397156475618512;0.4999999999999999;0.9999999999999999;143
7;1;-0.9549296585356206;0.5000000000000002;-3.000000000000001;143
7;1;-0.9549296585323344;0.4999999999999999;2.999999999999999;143
7;2;-0.4774648292657382;2.5000000000000004;0;168
7;2;-0.7161972438983515;1.5;6.;168
7;2;-0.8900464215109398;0.5000000000000002;-6.0000000000000036;168
7;2;-0.6366197723551146;1.5000000000000009;4.000000000000003;168
7;2;-0.7810804809264891;0.5;-6.;168
7;2;-0.7360916117855147;1.5000000000000004;4.000000000000002;168
7;2;-0.755985979671129;1.5;4.;168
7;2;-0.9415156855879001;0.5;-4.000000000000001;168
7;2;-0.9112389120020996;0.4999999999999999;-3.999999999999999;168
7;2;-0.8713721026136199;0.5000000000000002;-4.000000000000002;168
7;2;-0.606633004648792;1.5;2.;168
7;2;-0.6205782355043628;1.5;2.;168
7;2;-0.8151521865185654;0.5;-4.000000000000001;168
7;2;-0.789963239004285;0.4999999999999999;-3.999999999999999;168
7;2;-0.7810804809264891;0.5;6.000000000000002;168
7;2;-0.6989124547339625;1.4999999999999998;1.9999999999999996;168
7;2;-0.7379612599615761;0.4999999999999999;-3.9999999999999996;168
7;2;-0.7133024412159479;1.4999999999999998;2.;168
7;2;-0.7220576691827336;0.5;-4.000000000000001;168
7;2;-0.764956284158206;1.5000000000000004;2.000000000000001;168
7;2;-0.890046421510938;0.4999999999999999;5.999999999999999;168
7;2;-0.8132235715949214;1.5;2.;168
7;2;-0.9856243389656889;0.5;-2.0000000000000004;168
7;2;-0.9291970725101262;0.5000000000000002;-2.0000000000000013;168
7;2;-0.8975772580692603;0.5000000000000002;-2.000000000000001;168
7;2;-0.8883582630679001;0.5;-2.;168
7;2;-0.8425364628440875;0.4999999999999999;-1.9999999999999991;168
7;2;-0.7220576691827336;0.5;4.;168
7;2;-0.630320722294023;1.4999999999999998;0;168
7;2;-0.7161972438983515;1.5000000000000004;-6.0000000000000036;168
7;2;-0.7379612599615761;0.5000000000000002;4.000000000000003;168
7;2;-0.8072441639591386;0.5000000000000002;-2.000000000000001;168
7;2;-0.6549448406788958;1.5;0;168
7;2;-0.7934966622968442;0.5;-2.;168
7;2;-0.7860656675352349;0.5000000000000002;-2.000000000000001;168
7;2;-0.7899632390042868;0.5000000000000002;4.000000000000002;168
7;2;-0.8151521865185654;0.5000000000000002;4.000000000000002;168
7;2;-0.7161972438984954;1.4999999999999998;0;168
7;2;-0.719179037722558;0.4999999999999999;-2.;168
7;2;-0.7433328864411237;1.5;0;168
7;2;-0.7622850297341213;1.4999999999999998;0;168
7;2;-0.8713721026136181;0.4999999999999998;3.9999999999999973;168
7;2;-0.6665668494456138;0.5;-2.;168
7;2;-0.9112389120020996;0.49999999999999956;3.9999999999999956;168
7;2;-0.8298914761261944;1.5000000000000009;0;168
7;2;-0.9415156855879001;0.5;4.;168
7;2;-0.9783757313836361;0.5000000000000002;0;168
7;2;-0.9740111328460781;0.5000000000000002;0;168
7;2;-0.9397910520581654;0.5;0;168
7;2;-0.8902679839235326;0.5000000000000002;0;168
7;2;-0.6665668494456138;0.5000000000000002;2.0000000000000018;168
7;2;-0.8700106983874303;0.4999999999999999;0;168
7;2;-0.755985979671129;1.5000000000000004;-4.000000000000003;168
7;2;-0.8485188576014746;0.4999999999999998;0;168
7;2;-0.606633004648792;1.5;-1.9999999999999993;168
7;2;-0.7360916117855147;1.5000000000000004;-4.000000000000002;168
7;2;-0.8342832758622318;0.5;0;168
7;2;-0.7191790377225562;0.49999999999999956;1.9999999999999976;168
7;2;-0.6205782355043628;1.4999999999999998;-1.9999999999999996;168
7;2;-0.8213282300765066;0.49999999999999956;0;168
7;2;-0.7836951521121769;0.5;0;168
7;2;-0.7725882750610662;0.4999999999999999;0;168
7;2;-0.7860656675352367;0.5000000000000002;2.000000000000001;168
7;2;-0.7934966622968442;0.5000000000000002;2.0000000000000018;168
7;2;-0.6989124547339625;1.5;-2.;168
7;2;-0.8072441639591368;0.5;2.;168
7;2;-0.7133024412159479;1.4999999999999998;-1.9999999999999998;168
7;2;-0.6366197723551146;1.5;-4.000000000000002;168
7;2;-0.7283128903532692;0.5000000000000002;0;168
7;2;-0.8425364628440892;0.5;2.;168
7;2;-0.7649562841582043;1.5;-2.0000000000000004;168
7;2;-0.6713003843305341;0.5000000000000004;0;168
7;2;-0.6702637303070933;0.5;0;168
7;2;-0.8883582630679001;0.5000000000000002;2.000000000000001;168
7;2;-0.8975772580692603;0.5000000000000002;2.000000000000001;168
7;2;-0.8132235715949214;1.5;-2.;168
7;2;-0.9291970725101244;0.49999999999999967;1.9999999999999987;168
7;2;-0.9856243389656889;0.5;2.0000000000000004;168
7;2;-0.7957747154444483;1.5000000000000009;0;168
